UID,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement,Level
4118,2020-03-01 00:00:00,2020-05-15 00:00:00,E,Finance Project,QuickBooks/Excel/QuickBooks/,Denver,No,3-4
4119,2020-04-01 00:00:00,2020-05-15 00:00:00,C,Strategy Project,Excel/Excel/Excel/,Chicago,Yes,2-3
4120,2020-11-01 00:00:00,2020-12-15 00:00:00,G,IT Operations Project,PowerPoint/Oracle/,Boston,Yes,7-8
4121,2020-03-01 00:00:00,2020-11-15 00:00:00,D,Human Resources Project,PowerPoint/,DC,No,8-9
4122,2020-07-01 00:00:00,2020-08-15 00:00:00,H,Human Resources Project,PowerPoint/,Denver,No,5-6
4123,2020-04-01 00:00:00,2020-12-15 00:00:00,G,Finance Project,QuickBooks/Excel/SAP/,Chicago,No,3-4
4124,2020-04-01 00:00:00,2020-08-15 00:00:00,C,Legal Project,Oral communication/,Boston,Yes,5-6
4125,2020-07-01 00:00:00,2020-10-15 00:00:00,H,Legal Project,Excel/Bar/,Denver,Yes,10-11
4126,2020-06-01 00:00:00,2020-11-15 00:00:00,C,IT Operations Project,PowerPoint/,NYC,No,10-11
4127,2020-08-01 00:00:00,2020-10-15 00:00:00,B,Strategy Project,Excel/PowerPoint/,DC,No,3-4
4128,2020-02-01 00:00:00,2020-04-15 00:00:00,F,Human Resources Project,Workday/Excel/,Denver,No,5-6
4129,2020-09-01 00:00:00,2020-12-15 00:00:00,A,Design Project,PowerPoint/,Boston,No,2-3
4130,2020-02-01 00:00:00,2020-08-15 00:00:00,D,Account Leadership Project,Excel/ML/,Denver,Yes,1-2
4131,2020-02-01 00:00:00,2020-10-15 00:00:00,E,Strategy Project,PowerPoint/Excel/,NYC,No,7-8
4132,2020-08-01 00:00:00,2020-12-15 00:00:00,C,Legal Project,PowerPoint/,Chicago,No,1-2
4133,2020-09-01 00:00:00,2020-11-15 00:00:00,G,IT Operations Project,ML/PowerPoint/Excel/,Denver,No,5-6
4134,2020-01-01 00:00:00,2020-02-15 00:00:00,H,Account Leadership Project,Oral communication/Oral communication/,Denver,No,9-10
4135,2020-12-01 00:00:00,2020-12-15 00:00:00,A,IT Operations Project,PowerPoint/,Boston,No,10-11
4136,2020-10-01 00:00:00,2020-11-15 00:00:00,B,Legal Project,PowerPoint/Excel/Oral communication/,Boston,No,4-5
4137,2020-04-01 00:00:00,2020-11-15 00:00:00,A,Engineering Project,Java/,NYC,Yes,10-11
4138,2020-03-01 00:00:00,2020-03-15 00:00:00,G,IT Operations Project,ML/Oracle/PowerPoint/,Chicago,Yes,7-8
4139,2020-01-01 00:00:00,2020-12-15 00:00:00,A,Finance Project,PowerPoint/SAP/QuickBooks/,NYC,Yes,3-4
4140,2020-11-01 00:00:00,2020-12-15 00:00:00,D,IT Operations Project,Excel/Cloud/,Boston,Yes,9-10
4141,2020-11-01 00:00:00,2020-12-15 00:00:00,H,Human Resources Project,PowerPoint/Oral communication/,NYC,No,4-5
4142,2020-03-01 00:00:00,2020-04-15 00:00:00,A,Human Resources Project,Workday/,Boston,Yes,5-6
4143,2020-04-01 00:00:00,2020-05-15 00:00:00,G,Account Leadership Project,Oral communication/,Boston,Yes,9-10
4144,2020-05-01 00:00:00,2020-12-15 00:00:00,A,IT Operations Project,ML/ML/,NYC,No,6-7
4145,2020-11-01 00:00:00,2020-12-15 00:00:00,D,Human Resources Project,Excel/Workday/,Chicago,No,9-10
4146,2020-09-01 00:00:00,2020-09-15 00:00:00,A,Finance Project,Excel/SAP/Excel/,NYC,Yes,1-2
4147,2020-02-01 00:00:00,2020-05-15 00:00:00,C,Account Leadership Project,Cloud/Leadership/,Chicago,Yes,9-10
4148,2020-04-01 00:00:00,2020-07-15 00:00:00,A,Strategy Project,Critical thinking/,Boston,No,4-5
4149,2020-08-01 00:00:00,2020-08-15 00:00:00,H,Finance Project,QuickBooks/PowerPoint/PowerPoint/,NYC,Yes,7-8
4150,2020-06-01 00:00:00,2020-09-15 00:00:00,E,Strategy Project,Critical thinking/,Denver,No,3-4
4151,2020-04-01 00:00:00,2020-12-15 00:00:00,C,IT Operations Project,Cloud/Oracle/Cloud/,NYC,No,5-6
4152,2020-04-01 00:00:00,2020-12-15 00:00:00,E,Strategy Project,Critical thinking/Excel/,NYC,No,10-11
4153,2020-06-01 00:00:00,2020-12-15 00:00:00,F,Finance Project,Excel/QuickBooks/,Boston,Yes,6-7
4154,2020-10-01 00:00:00,2020-12-15 00:00:00,G,Human Resources Project,Excel/Oral communication/,DC,No,10-11
4155,2020-11-01 00:00:00,2020-11-15 00:00:00,F,Human Resources Project,Workday/PowerPoint/,DC,Yes,3-4
4156,2020-05-01 00:00:00,2020-10-15 00:00:00,E,Account Leadership Project,Excel/,NYC,Yes,5-6
4157,2020-06-01 00:00:00,2020-07-15 00:00:00,D,Finance Project,PowerPoint/Excel/SAP/,Boston,No,5-6
4158,2020-03-01 00:00:00,2020-06-15 00:00:00,F,Strategy Project,Critical thinking/PowerPoint/Critical thinking/,NYC,Yes,6-7
4159,2020-03-01 00:00:00,2020-08-15 00:00:00,G,Engineering Project,Excel/Python/Java/,Boston,Yes,10-11
4160,2020-10-01 00:00:00,2020-12-15 00:00:00,G,Human Resources Project,Excel/Workday/,Denver,Yes,3-4
4161,2020-10-01 00:00:00,2020-12-15 00:00:00,G,IT Operations Project,Python/Excel/,Chicago,Yes,9-10
4162,2020-11-01 00:00:00,2020-11-15 00:00:00,A,IT Operations Project,ML/Java/,Chicago,Yes,6-7
4163,2020-01-01 00:00:00,2020-03-15 00:00:00,E,Legal Project,Excel/,NYC,No,2-3
4164,2020-07-01 00:00:00,2020-10-15 00:00:00,B,Security Project,ML/PowerPoint/ML/,Chicago,Yes,3-4
4165,2020-08-01 00:00:00,2020-10-15 00:00:00,G,Security Project,Oracle/Java/,Denver,No,3-4
4166,2020-07-01 00:00:00,2020-09-15 00:00:00,A,Security Project,Python/ML/Oracle/,DC,No,4-5
4167,2020-05-01 00:00:00,2020-11-15 00:00:00,F,Strategy Project,Excel/Critical thinking/PowerPoint/,Denver,Yes,8-9
4168,2020-12-01 00:00:00,2020-12-15 00:00:00,G,IT Operations Project,Cloud/Oracle/,Chicago,No,5-6
4169,2020-08-01 00:00:00,2020-10-15 00:00:00,D,Security Project,Java/Python/,NYC,No,1-2
4170,2020-08-01 00:00:00,2020-10-15 00:00:00,H,Strategy Project,Excel/PowerPoint/Critical thinking/,Boston,No,9-10
4171,2020-07-01 00:00:00,2020-10-15 00:00:00,F,Design Project,React.js/Excel/PowerPoint/,Chicago,Yes,2-3
4172,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Finance Project,PowerPoint/,Boston,Yes,1-2
4173,2020-08-01 00:00:00,2020-09-15 00:00:00,C,Legal Project,Oral communication/Oral communication/Oral communication/,Chicago,Yes,7-8
4174,2020-08-01 00:00:00,2020-11-15 00:00:00,A,Finance Project,SAP/QuickBooks/,Chicago,Yes,6-7
4175,2020-09-01 00:00:00,2020-09-15 00:00:00,A,Account Leadership Project,Cloud/,Denver,Yes,3-4
4176,2020-07-01 00:00:00,2020-11-15 00:00:00,B,Finance Project,PowerPoint/SAP/,DC,Yes,1-2
4177,2020-07-01 00:00:00,2020-08-15 00:00:00,D,Account Leadership Project,ML/PowerPoint/,Chicago,Yes,1-2
4178,2020-01-01 00:00:00,2020-06-15 00:00:00,D,Strategy Project,PowerPoint/Excel/,NYC,No,8-9
4179,2020-01-01 00:00:00,2020-02-15 00:00:00,A,Account Leadership Project,Oral communication/PowerPoint/,Chicago,No,6-7
4180,2020-07-01 00:00:00,2020-10-15 00:00:00,H,Design Project,Excel/,Boston,No,2-3
4181,2020-01-01 00:00:00,2020-09-15 00:00:00,E,Engineering Project,MATLAB/Excel/,DC,Yes,10-11
4182,2020-12-01 00:00:00,2020-12-15 00:00:00,H,IT Operations Project,ML/Oracle/,Boston,No,4-5
4183,2020-05-01 00:00:00,2020-10-15 00:00:00,C,Account Leadership Project,Cloud/PowerPoint/Leadership/,Boston,No,5-6
4184,2020-02-01 00:00:00,2020-05-15 00:00:00,G,Strategy Project,PowerPoint/,Denver,No,10-11
4185,2020-01-01 00:00:00,2020-04-15 00:00:00,F,Human Resources Project,Oral communication/PowerPoint/Workday/,Denver,No,5-6
4186,2020-04-01 00:00:00,2020-09-15 00:00:00,A,Account Leadership Project,Cloud/,Denver,Yes,5-6
4187,2020-08-01 00:00:00,2020-09-15 00:00:00,D,Legal Project,PowerPoint/,DC,No,4-5
4188,2020-05-01 00:00:00,2020-08-15 00:00:00,C,Human Resources Project,PowerPoint/Excel/Oral communication/,DC,Yes,8-9
4189,2020-06-01 00:00:00,2020-12-15 00:00:00,E,Account Leadership Project,Leadership/,NYC,Yes,7-8
4190,2020-03-01 00:00:00,2020-04-15 00:00:00,H,Design Project,Adobe/PowerPoint/,DC,No,4-5
4191,2020-03-01 00:00:00,2020-03-15 00:00:00,H,Design Project,PowerPoint/React.js/Excel/,Boston,Yes,7-8
4192,2020-10-01 00:00:00,2020-10-15 00:00:00,D,Finance Project,Excel/PowerPoint/QuickBooks/,NYC,Yes,9-10
4193,2020-01-01 00:00:00,2020-09-15 00:00:00,F,Security Project,Cloud/PowerPoint/,NYC,No,9-10
4194,2020-02-01 00:00:00,2020-09-15 00:00:00,B,Strategy Project,PowerPoint/,Boston,Yes,2-3
4195,2020-06-01 00:00:00,2020-10-15 00:00:00,G,Security Project,PowerPoint/ML/,Boston,Yes,10-11
4196,2020-09-01 00:00:00,2020-10-15 00:00:00,C,Finance Project,PowerPoint/,Boston,Yes,7-8
4197,2020-03-01 00:00:00,2020-12-15 00:00:00,B,Strategy Project,PowerPoint/Critical thinking/Critical thinking/,NYC,No,3-4
4198,2020-02-01 00:00:00,2020-10-15 00:00:00,A,Legal Project,Bar/,DC,No,5-6
4199,2020-03-01 00:00:00,2020-12-15 00:00:00,E,Finance Project,QuickBooks/,Denver,Yes,2-3
4200,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Business Project,Excel/,NYC,Yes,4-5
4201,2020-09-01 00:00:00,2020-09-15 00:00:00,A,Security Project,Python/PowerPoint/,Chicago,No,6-7
4202,2020-08-01 00:00:00,2020-08-15 00:00:00,G,Security Project,Python/Excel/PowerPoint/,Boston,Yes,8-9
4203,2020-06-01 00:00:00,2020-09-15 00:00:00,D,Engineering Project,Java/,DC,No,8-9
4204,2020-06-01 00:00:00,2020-07-15 00:00:00,D,Legal Project,PowerPoint/,Boston,No,9-10
4205,2020-07-01 00:00:00,2020-12-15 00:00:00,F,IT Operations Project,Oracle/Cloud/Cloud/,DC,Yes,2-3
4206,2020-10-01 00:00:00,2020-12-15 00:00:00,C,Strategy Project,Critical thinking/PowerPoint/,Denver,Yes,3-4
4207,2020-09-01 00:00:00,2020-09-15 00:00:00,C,Design Project,React.js/,DC,No,9-10
4208,2020-03-01 00:00:00,2020-05-15 00:00:00,C,Account Leadership Project,Oral communication/Oral communication/,Denver,Yes,7-8
4209,2020-06-01 00:00:00,2020-08-15 00:00:00,F,Human Resources Project,Workday/Workday/Oral communication/,DC,No,6-7
4210,2020-10-01 00:00:00,2020-10-15 00:00:00,B,Account Leadership Project,PowerPoint/Excel/Oral communication/,Boston,Yes,6-7
4211,2020-08-01 00:00:00,2020-10-15 00:00:00,E,Finance Project,QuickBooks/,Denver,No,5-6
4212,2020-05-01 00:00:00,2020-12-15 00:00:00,F,Human Resources Project,Excel/,Boston,Yes,9-10
4213,2020-09-01 00:00:00,2020-10-15 00:00:00,F,Finance Project,PowerPoint/,Boston,Yes,1-2
4214,2020-02-01 00:00:00,2020-07-15 00:00:00,H,Engineering Project,PowerPoint/,DC,No,8-9
4215,2020-08-01 00:00:00,2020-10-15 00:00:00,G,Engineering Project,Python/Python/,Boston,Yes,3-4
4216,2020-10-01 00:00:00,2020-12-15 00:00:00,D,Design Project,React.js/Adobe/,Chicago,No,9-10
4217,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Engineering Project,MATLAB/Excel/Python/,Boston,Yes,8-9
4218,2020-01-01 00:00:00,2020-06-15 00:00:00,C,Account Leadership Project,PowerPoint/,NYC,No,8-9
4219,2020-08-01 00:00:00,2020-08-15 00:00:00,D,IT Operations Project,Excel/Cloud/Oracle/,Chicago,No,9-10
4220,2020-10-01 00:00:00,2020-10-15 00:00:00,H,Design Project,PowerPoint/,Boston,No,4-5
4221,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Security Project,PowerPoint/Oracle/,Denver,No,7-8
4222,2020-02-01 00:00:00,2020-08-15 00:00:00,C,Security Project,Cloud/,Boston,No,5-6
4223,2020-04-01 00:00:00,2020-06-15 00:00:00,H,Account Leadership Project,Cloud/Excel/PowerPoint/,Boston,No,1-2
4224,2020-04-01 00:00:00,2020-06-15 00:00:00,D,Account Leadership Project,Leadership/,Chicago,Yes,1-2
4225,2020-06-01 00:00:00,2020-12-15 00:00:00,E,Design Project,Excel/Adobe/,Boston,Yes,7-8
4226,2020-02-01 00:00:00,2020-10-15 00:00:00,C,Engineering Project,Java/Excel/,Denver,Yes,5-6
4227,2020-09-01 00:00:00,2020-09-15 00:00:00,F,IT Operations Project,Java/Cloud/Java/,NYC,No,10-11
4228,2020-07-01 00:00:00,2020-10-15 00:00:00,B,Strategy Project,PowerPoint/Critical thinking/Critical thinking/,NYC,Yes,3-4
4229,2020-08-01 00:00:00,2020-09-15 00:00:00,C,Design Project,Adobe/,DC,Yes,9-10
4230,2020-06-01 00:00:00,2020-11-15 00:00:00,C,Security Project,Excel/PowerPoint/Cloud/,Denver,No,2-3
4231,2020-09-01 00:00:00,2020-10-15 00:00:00,B,Engineering Project,Java/Java/,DC,No,1-2
4232,2020-09-01 00:00:00,2020-10-15 00:00:00,C,Engineering Project,MATLAB/MATLAB/,Denver,Yes,2-3
4233,2020-09-01 00:00:00,2020-11-15 00:00:00,E,Human Resources Project,Excel/Excel/,Chicago,No,6-7
4234,2020-05-01 00:00:00,2020-12-15 00:00:00,E,IT Operations Project,ML/,Chicago,No,8-9
4235,2020-06-01 00:00:00,2020-12-15 00:00:00,D,Business Project,Salesforce/Salesforce/,NYC,No,3-4
4236,2020-02-01 00:00:00,2020-08-15 00:00:00,E,Account Leadership Project,Cloud/Leadership/,NYC,Yes,9-10
4237,2020-06-01 00:00:00,2020-11-15 00:00:00,B,Design Project,PhotoShop/PhotoShop/Adobe/,DC,No,6-7
4238,2020-07-01 00:00:00,2020-11-15 00:00:00,F,Finance Project,SAP/Excel/SAP/,Boston,No,9-10
4239,2020-05-01 00:00:00,2020-07-15 00:00:00,A,Account Leadership Project,ML/,Boston,No,5-6
4240,2020-03-01 00:00:00,2020-11-15 00:00:00,E,Legal Project,Excel/,DC,No,5-6
4241,2020-04-01 00:00:00,2020-12-15 00:00:00,C,Business Project,Salesforce/Salesforce/,Boston,Yes,3-4
4242,2020-07-01 00:00:00,2020-07-15 00:00:00,C,Engineering Project,Python/,Boston,No,1-2
4243,2020-03-01 00:00:00,2020-06-15 00:00:00,F,Security Project,Excel/Excel/,Denver,Yes,10-11
4244,2020-04-01 00:00:00,2020-09-15 00:00:00,G,Business Project,Excel/,DC,Yes,1-2
4245,2020-11-01 00:00:00,2020-11-15 00:00:00,H,IT Operations Project,Python/Excel/,Boston,Yes,6-7
4246,2020-06-01 00:00:00,2020-11-15 00:00:00,E,Design Project,React.js/Excel/,Boston,Yes,10-11
4247,2020-05-01 00:00:00,2020-10-15 00:00:00,E,Human Resources Project,Oral communication/,DC,No,7-8
4248,2020-10-01 00:00:00,2020-10-15 00:00:00,C,Strategy Project,Critical thinking/,DC,No,5-6
4249,2020-07-01 00:00:00,2020-08-15 00:00:00,G,IT Operations Project,PowerPoint/,Boston,Yes,5-6
4250,2020-02-01 00:00:00,2020-11-15 00:00:00,G,Account Leadership Project,Cloud/Oral communication/,NYC,No,1-2
4251,2020-03-01 00:00:00,2020-06-15 00:00:00,G,Human Resources Project,Workday/Workday/Workday/,Denver,Yes,9-10
4252,2020-08-01 00:00:00,2020-11-15 00:00:00,F,Human Resources Project,Excel/Oral communication/,DC,Yes,4-5
4253,2020-09-01 00:00:00,2020-11-15 00:00:00,A,Business Project,Excel/Salesforce/Salesforce/,DC,No,4-5
4254,2020-02-01 00:00:00,2020-12-15 00:00:00,F,Strategy Project,Critical thinking/PowerPoint/PowerPoint/,Boston,No,5-6
4255,2020-04-01 00:00:00,2020-04-15 00:00:00,D,Human Resources Project,Excel/Workday/Workday/,Chicago,Yes,6-7
4256,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Finance Project,QuickBooks/,DC,No,10-11
4257,2020-10-01 00:00:00,2020-11-15 00:00:00,H,Human Resources Project,Excel/Excel/,Denver,No,10-11
4258,2020-06-01 00:00:00,2020-08-15 00:00:00,G,Account Leadership Project,ML/Excel/PowerPoint/,DC,No,8-9
4259,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Engineering Project,Excel/Python/MATLAB/,Denver,No,9-10
4260,2020-11-01 00:00:00,2020-12-15 00:00:00,G,Human Resources Project,PowerPoint/Workday/,Denver,No,7-8
4261,2020-06-01 00:00:00,2020-10-15 00:00:00,A,Account Leadership Project,Cloud/PowerPoint/,Denver,Yes,1-2
4262,2020-05-01 00:00:00,2020-06-15 00:00:00,F,Security Project,Java/PowerPoint/PowerPoint/,Chicago,Yes,8-9
4263,2020-10-01 00:00:00,2020-10-15 00:00:00,H,Strategy Project,Critical thinking/PowerPoint/,Chicago,Yes,3-4
4264,2020-07-01 00:00:00,2020-11-15 00:00:00,G,Human Resources Project,Workday/Oral communication/,Boston,Yes,10-11
4265,2020-08-01 00:00:00,2020-09-15 00:00:00,D,Legal Project,Oral communication/Excel/,Chicago,Yes,8-9
4266,2020-09-01 00:00:00,2020-12-15 00:00:00,A,Security Project,ML/Java/,NYC,Yes,10-11
4267,2020-10-01 00:00:00,2020-10-15 00:00:00,H,Human Resources Project,PowerPoint/Excel/,Boston,No,5-6
4268,2020-06-01 00:00:00,2020-10-15 00:00:00,H,Account Leadership Project,Leadership/,NYC,No,10-11
4269,2020-08-01 00:00:00,2020-08-15 00:00:00,H,Legal Project,Oral communication/Oral communication/Oral communication/,Boston,No,8-9
4270,2020-03-01 00:00:00,2020-10-15 00:00:00,G,Engineering Project,MATLAB/Java/,Chicago,Yes,6-7
4271,2020-03-01 00:00:00,2020-07-15 00:00:00,H,Human Resources Project,Workday/Excel/Excel/,DC,Yes,8-9
4272,2020-02-01 00:00:00,2020-07-15 00:00:00,C,Security Project,ML/Excel/,Chicago,Yes,10-11
4273,2020-10-01 00:00:00,2020-10-15 00:00:00,C,Security Project,PowerPoint/,Chicago,Yes,9-10
4274,2020-06-01 00:00:00,2020-06-15 00:00:00,E,Finance Project,PowerPoint/,NYC,Yes,1-2
4275,2020-08-01 00:00:00,2020-11-15 00:00:00,A,Human Resources Project,Oral communication/Excel/Excel/,Boston,No,9-10
4276,2020-04-01 00:00:00,2020-08-15 00:00:00,A,Engineering Project,PowerPoint/Python/,Denver,Yes,5-6
4277,2020-06-01 00:00:00,2020-08-15 00:00:00,G,Engineering Project,MATLAB/,DC,Yes,5-6
4278,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Design Project,PowerPoint/,NYC,Yes,8-9
4279,2020-05-01 00:00:00,2020-09-15 00:00:00,B,Business Project,PowerPoint/Excel/Salesforce/,Boston,No,6-7
4280,2020-07-01 00:00:00,2020-07-15 00:00:00,B,Human Resources Project,Oral communication/Oral communication/,Chicago,Yes,4-5
4281,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Engineering Project,PowerPoint/,NYC,No,1-2
4282,2020-10-01 00:00:00,2020-11-15 00:00:00,A,Engineering Project,PowerPoint/PowerPoint/PowerPoint/,Denver,No,10-11
4283,2020-02-01 00:00:00,2020-02-15 00:00:00,F,Account Leadership Project,PowerPoint/Leadership/,Denver,Yes,2-3
4284,2020-05-01 00:00:00,2020-10-15 00:00:00,D,Design Project,React.js/Adobe/,DC,No,8-9
4285,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Security Project,ML/Excel/Python/,DC,No,10-11
4286,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Strategy Project,Excel/,Chicago,No,6-7
4287,2020-01-01 00:00:00,2020-07-15 00:00:00,D,Security Project,ML/Excel/Python/,Boston,No,6-7
4288,2020-07-01 00:00:00,2020-07-15 00:00:00,B,Finance Project,SAP/QuickBooks/,NYC,Yes,9-10
4289,2020-04-01 00:00:00,2020-04-15 00:00:00,E,Engineering Project,Java/,NYC,Yes,5-6
4290,2020-04-01 00:00:00,2020-04-15 00:00:00,G,Engineering Project,MATLAB/Excel/,NYC,No,1-2
4291,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Human Resources Project,Excel/Workday/Excel/,Boston,No,6-7
4292,2020-08-01 00:00:00,2020-12-15 00:00:00,F,Legal Project,PowerPoint/Excel/Excel/,NYC,No,5-6
4293,2020-03-01 00:00:00,2020-06-15 00:00:00,C,Engineering Project,MATLAB/Excel/Java/,DC,Yes,8-9
4294,2020-10-01 00:00:00,2020-10-15 00:00:00,H,Account Leadership Project,ML/ML/,Boston,Yes,3-4
4295,2020-10-01 00:00:00,2020-11-15 00:00:00,F,Security Project,PowerPoint/Python/,Denver,Yes,10-11
4296,2020-08-01 00:00:00,2020-12-15 00:00:00,A,Business Project,PowerPoint/,DC,No,6-7
4297,2020-06-01 00:00:00,2020-11-15 00:00:00,H,Human Resources Project,Oral communication/PowerPoint/Workday/,DC,Yes,6-7
4298,2020-05-01 00:00:00,2020-06-15 00:00:00,D,Legal Project,PowerPoint/Bar/,NYC,Yes,3-4
4299,2020-04-01 00:00:00,2020-09-15 00:00:00,H,Finance Project,QuickBooks/QuickBooks/,DC,No,10-11
4300,2020-01-01 00:00:00,2020-12-15 00:00:00,D,Human Resources Project,Excel/PowerPoint/,Boston,Yes,7-8
4301,2020-01-01 00:00:00,2020-01-15 00:00:00,E,IT Operations Project,PowerPoint/Java/,DC,Yes,3-4
4302,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Design Project,PhotoShop/Excel/,NYC,Yes,7-8
4303,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Legal Project,Excel/Oral communication/PowerPoint/,DC,Yes,5-6
4304,2020-08-01 00:00:00,2020-09-15 00:00:00,F,Strategy Project,PowerPoint/,DC,No,6-7
4305,2020-09-01 00:00:00,2020-12-15 00:00:00,B,Business Project,Salesforce/PowerPoint/,DC,Yes,2-3
4306,2020-07-01 00:00:00,2020-09-15 00:00:00,B,Legal Project,Oral communication/Bar/Oral communication/,Chicago,No,3-4
4307,2020-03-01 00:00:00,2020-11-15 00:00:00,F,Strategy Project,Excel/Critical thinking/Excel/,Boston,Yes,10-11
4308,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Legal Project,Excel/Excel/Oral communication/,Denver,Yes,9-10
4309,2020-01-01 00:00:00,2020-04-15 00:00:00,E,Human Resources Project,Excel/Excel/PowerPoint/,NYC,No,8-9
4310,2020-05-01 00:00:00,2020-12-15 00:00:00,B,Security Project,PowerPoint/Cloud/,NYC,No,3-4
4311,2020-05-01 00:00:00,2020-07-15 00:00:00,F,Strategy Project,PowerPoint/Excel/Excel/,DC,Yes,1-2
4312,2020-03-01 00:00:00,2020-07-15 00:00:00,G,Business Project,PowerPoint/PowerPoint/Salesforce/,Denver,No,5-6
4313,2020-09-01 00:00:00,2020-11-15 00:00:00,E,Design Project,Adobe/React.js/Excel/,Boston,Yes,7-8
4314,2020-01-01 00:00:00,2020-03-15 00:00:00,E,Legal Project,PowerPoint/Excel/,NYC,No,10-11
4315,2020-10-01 00:00:00,2020-12-15 00:00:00,D,Account Leadership Project,Oral communication/Leadership/,Chicago,No,9-10
4316,2020-06-01 00:00:00,2020-07-15 00:00:00,C,Security Project,Python/,Boston,Yes,4-5
4317,2020-07-01 00:00:00,2020-10-15 00:00:00,H,Human Resources Project,Workday/Excel/,Chicago,Yes,10-11
4318,2020-02-01 00:00:00,2020-06-15 00:00:00,C,Legal Project,Excel/Excel/,Denver,No,10-11
4319,2020-03-01 00:00:00,2020-06-15 00:00:00,D,Security Project,Python/Cloud/,Denver,No,10-11
4320,2020-04-01 00:00:00,2020-08-15 00:00:00,D,Security Project,Cloud/,DC,Yes,6-7
4321,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Finance Project,QuickBooks/,NYC,No,10-11
4322,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Business Project,PowerPoint/Salesforce/,DC,No,8-9
4323,2020-02-01 00:00:00,2020-03-15 00:00:00,H,Legal Project,PowerPoint/Excel/,Boston,No,6-7
4324,2020-01-01 00:00:00,2020-10-15 00:00:00,B,Security Project,Python/,DC,Yes,4-5
4325,2020-09-01 00:00:00,2020-09-15 00:00:00,D,IT Operations Project,Java/,NYC,No,4-5
4326,2020-08-01 00:00:00,2020-11-15 00:00:00,B,Strategy Project,PowerPoint/PowerPoint/,Chicago,Yes,9-10
4327,2020-01-01 00:00:00,2020-05-15 00:00:00,C,Design Project,Excel/,NYC,Yes,10-11
4328,2020-06-01 00:00:00,2020-07-15 00:00:00,G,Human Resources Project,Excel/Workday/Oral communication/,DC,No,5-6
4329,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Business Project,PowerPoint/Excel/,Denver,Yes,5-6
4330,2020-06-01 00:00:00,2020-12-15 00:00:00,A,Account Leadership Project,Excel/PowerPoint/,NYC,No,5-6
4331,2020-05-01 00:00:00,2020-08-15 00:00:00,E,IT Operations Project,Python/Excel/,Boston,No,7-8
4332,2020-11-01 00:00:00,2020-11-15 00:00:00,C,Human Resources Project,PowerPoint/Excel/PowerPoint/,DC,No,9-10
4333,2020-03-01 00:00:00,2020-05-15 00:00:00,H,Design Project,Adobe/,Denver,Yes,5-6
4334,2020-02-01 00:00:00,2020-09-15 00:00:00,A,Account Leadership Project,Oral communication/Oral communication/,DC,Yes,3-4
4335,2020-05-01 00:00:00,2020-08-15 00:00:00,H,Legal Project,PowerPoint/Bar/Oral communication/,Chicago,Yes,2-3
4336,2020-09-01 00:00:00,2020-09-15 00:00:00,A,Security Project,Cloud/,DC,No,8-9
4337,2020-01-01 00:00:00,2020-07-15 00:00:00,E,Account Leadership Project,PowerPoint/,NYC,No,3-4
4338,2020-02-01 00:00:00,2020-09-15 00:00:00,C,Account Leadership Project,Excel/Oral communication/,DC,No,8-9
4339,2020-09-01 00:00:00,2020-10-15 00:00:00,E,Legal Project,Bar/PowerPoint/Oral communication/,NYC,Yes,10-11
4340,2020-06-01 00:00:00,2020-08-15 00:00:00,A,Engineering Project,PowerPoint/PowerPoint/Python/,Boston,Yes,2-3
4341,2020-09-01 00:00:00,2020-12-15 00:00:00,F,Security Project,PowerPoint/,Chicago,Yes,2-3
