Project UID,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement,Level,Service
14320,2020-11-01 00:00:00,2020-12-15 00:00:00,D,Human Resources Project,Excel/Oral communication/,DC,No,9-10,Interactive
14321,2020-03-01 00:00:00,2020-04-15 00:00:00,A,Security Project,PowerPoint/Java/ML/,Boston,No,4-5,Operations
14322,2020-02-01 00:00:00,2020-11-15 00:00:00,A,Business Project,PowerPoint/,Boston,No,8-9,Operations
14323,2020-08-01 00:00:00,2020-08-15 00:00:00,G,Engineering Project,Python/Java/,Chicago,Yes,2-3,Technology
14324,2020-04-01 00:00:00,2020-08-15 00:00:00,E,Strategy Project,PowerPoint/,Chicago,No,5-6,Interactive
14325,2020-04-01 00:00:00,2020-09-15 00:00:00,E,Security Project,Excel/,Denver,No,8-9,Operations
14326,2020-07-01 00:00:00,2020-12-15 00:00:00,E,Account Leadership Project,ML/,Chicago,No,6-7,Technology
14327,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Business Project,PowerPoint/,Chicago,No,9-10,Strategy & Consulting
14328,2020-02-01 00:00:00,2020-06-15 00:00:00,F,Account Leadership Project,Excel/,Boston,Yes,5-6,Strategy & Consulting
14329,2020-05-01 00:00:00,2020-12-15 00:00:00,D,Finance Project,Excel/PowerPoint/,DC,No,2-3,Operations
14330,2020-07-01 00:00:00,2020-09-15 00:00:00,C,IT Operations Project,Java/,DC,No,1-2,Technology
14331,2020-06-01 00:00:00,2020-06-15 00:00:00,H,IT Operations Project,Oracle/Cloud/,NYC,Yes,4-5,Technology
14332,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Account Leadership Project,Leadership/Cloud/Excel/,Chicago,No,1-2,Strategy & Consulting
14333,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Design Project,PhotoShop/Adobe/,Chicago,No,3-4,Operations
14334,2020-03-01 00:00:00,2020-07-15 00:00:00,A,Strategy Project,Critical thinking/,Boston,No,10-11,Operations
14335,2020-05-01 00:00:00,2020-06-15 00:00:00,E,Legal Project,PowerPoint/Oral communication/,Boston,No,10-11,Technology
14336,2020-02-01 00:00:00,2020-06-15 00:00:00,F,Security Project,ML/Oracle/,Boston,No,5-6,Technology
14337,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Engineering Project,Excel/Excel/,Denver,Yes,9-10,Technology
14338,2020-09-01 00:00:00,2020-12-15 00:00:00,B,Strategy Project,PowerPoint/Critical thinking/Critical thinking/,Chicago,No,8-9,Interactive
14339,2020-02-01 00:00:00,2020-06-15 00:00:00,B,Design Project,React.js/Excel/Excel/,Denver,No,7-8,Technology
14340,2020-06-01 00:00:00,2020-07-15 00:00:00,D,Finance Project,PowerPoint/,Boston,Yes,1-2,Operations
14341,2020-09-01 00:00:00,2020-10-15 00:00:00,E,Human Resources Project,Oral communication/,Chicago,Yes,8-9,Strategy & Consulting
14342,2020-02-01 00:00:00,2020-11-15 00:00:00,C,Business Project,PowerPoint/PowerPoint/,Chicago,Yes,4-5,Interactive
14343,2020-03-01 00:00:00,2020-06-15 00:00:00,H,Human Resources Project,Oral communication/,Denver,No,4-5,Interactive
14344,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Human Resources Project,Workday/PowerPoint/,DC,No,4-5,Interactive
14345,2020-10-01 00:00:00,2020-11-15 00:00:00,A,IT Operations Project,Python/Python/,Boston,Yes,2-3,Interactive
14346,2020-08-01 00:00:00,2020-12-15 00:00:00,A,Strategy Project,Excel/Critical thinking/Excel/,NYC,No,9-10,Strategy & Consulting
14347,2020-06-01 00:00:00,2020-07-15 00:00:00,C,Account Leadership Project,Oral communication/ML/,Boston,Yes,4-5,Operations
14348,2020-04-01 00:00:00,2020-10-15 00:00:00,E,Legal Project,PowerPoint/,DC,Yes,1-2,Operations
14349,2020-08-01 00:00:00,2020-12-15 00:00:00,B,IT Operations Project,Cloud/Oracle/Java/,DC,No,4-5,Technology
14350,2020-10-01 00:00:00,2020-12-15 00:00:00,B,IT Operations Project,Excel/Excel/Oracle/,DC,Yes,6-7,Operations
14351,2020-07-01 00:00:00,2020-07-15 00:00:00,G,Legal Project,Excel/PowerPoint/Bar/,DC,Yes,8-9,Technology
14352,2020-05-01 00:00:00,2020-07-15 00:00:00,F,Security Project,Cloud/PowerPoint/ML/,Chicago,Yes,8-9,Operations
14353,2020-11-01 00:00:00,2020-11-15 00:00:00,F,Security Project,Oracle/,Chicago,Yes,9-10,Operations
14354,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Business Project,Excel/Salesforce/Salesforce/,Boston,Yes,5-6,Technology
14355,2020-04-01 00:00:00,2020-11-15 00:00:00,C,Account Leadership Project,Leadership/Cloud/,Denver,Yes,2-3,Interactive
14356,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Strategy Project,PowerPoint/Critical thinking/,DC,No,5-6,Interactive
14357,2020-07-01 00:00:00,2020-11-15 00:00:00,H,Engineering Project,Java/,Chicago,No,5-6,Strategy & Consulting
14358,2020-01-01 00:00:00,2020-09-15 00:00:00,C,IT Operations Project,Cloud/,Chicago,No,2-3,Technology
14359,2020-07-01 00:00:00,2020-10-15 00:00:00,C,Human Resources Project,Workday/Oral communication/,Chicago,Yes,2-3,Technology
14360,2020-03-01 00:00:00,2020-07-15 00:00:00,F,Security Project,ML/Python/Cloud/,Boston,Yes,4-5,Technology
14361,2020-01-01 00:00:00,2020-01-15 00:00:00,H,Account Leadership Project,Leadership/PowerPoint/Excel/,Chicago,No,4-5,Strategy & Consulting
14362,2020-04-01 00:00:00,2020-11-15 00:00:00,G,Legal Project,PowerPoint/PowerPoint/,Denver,No,4-5,Strategy & Consulting
14363,2020-05-01 00:00:00,2020-05-15 00:00:00,B,Design Project,Adobe/PhotoShop/Excel/,DC,No,6-7,Interactive
14364,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Security Project,Java/,DC,Yes,1-2,Interactive
14365,2020-03-01 00:00:00,2020-04-15 00:00:00,E,Design Project,Adobe/,DC,Yes,3-4,Strategy & Consulting
14366,2020-08-01 00:00:00,2020-10-15 00:00:00,E,Human Resources Project,Oral communication/,Boston,Yes,10-11,Technology
14367,2020-10-01 00:00:00,2020-10-15 00:00:00,B,Account Leadership Project,Excel/Leadership/,Denver,No,10-11,Operations
14368,2020-08-01 00:00:00,2020-08-15 00:00:00,F,Security Project,Python/,DC,No,9-10,Strategy & Consulting
14369,2020-01-01 00:00:00,2020-05-15 00:00:00,C,Strategy Project,Critical thinking/,Denver,No,2-3,Interactive
14370,2020-02-01 00:00:00,2020-02-15 00:00:00,G,Engineering Project,Java/Python/,Boston,No,4-5,Operations
14371,2020-02-01 00:00:00,2020-08-15 00:00:00,C,Human Resources Project,PowerPoint/Workday/,Denver,No,5-6,Technology
14372,2020-07-01 00:00:00,2020-12-15 00:00:00,F,Engineering Project,Python/Java/,NYC,No,4-5,Interactive
14373,2020-07-01 00:00:00,2020-07-15 00:00:00,G,Account Leadership Project,PowerPoint/ML/,NYC,Yes,7-8,Interactive
14374,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Human Resources Project,Excel/,Denver,Yes,1-2,Technology
14375,2020-05-01 00:00:00,2020-07-15 00:00:00,F,Legal Project,PowerPoint/Oral communication/Excel/,Chicago,No,7-8,Operations
14376,2020-06-01 00:00:00,2020-07-15 00:00:00,C,Account Leadership Project,ML/Cloud/Excel/,DC,Yes,6-7,Interactive
14377,2020-08-01 00:00:00,2020-10-15 00:00:00,G,Human Resources Project,PowerPoint/PowerPoint/,Denver,No,3-4,Strategy & Consulting
14378,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Human Resources Project,Oral communication/PowerPoint/Excel/,Denver,Yes,5-6,Strategy & Consulting
14379,2020-07-01 00:00:00,2020-09-15 00:00:00,C,IT Operations Project,Java/Cloud/Oracle/,Boston,Yes,5-6,Technology
14380,2020-08-01 00:00:00,2020-12-15 00:00:00,F,Design Project,React.js/PowerPoint/Adobe/,Chicago,Yes,10-11,Operations
14381,2020-10-01 00:00:00,2020-12-15 00:00:00,G,Business Project,PowerPoint/PowerPoint/Excel/,Chicago,Yes,6-7,Interactive
14382,2020-09-01 00:00:00,2020-11-15 00:00:00,B,Legal Project,Bar/,Boston,No,2-3,Technology
14383,2020-05-01 00:00:00,2020-09-15 00:00:00,E,Finance Project,QuickBooks/QuickBooks/QuickBooks/,Denver,Yes,7-8,Operations
14384,2020-09-01 00:00:00,2020-09-15 00:00:00,C,Finance Project,SAP/,Denver,Yes,9-10,Operations
14385,2020-01-01 00:00:00,2020-03-15 00:00:00,C,Engineering Project,Java/Excel/,DC,Yes,6-7,Technology
14386,2020-08-01 00:00:00,2020-10-15 00:00:00,B,Legal Project,Excel/Excel/,Denver,No,7-8,Technology
14387,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Design Project,PhotoShop/,NYC,No,5-6,Operations
14388,2020-09-01 00:00:00,2020-10-15 00:00:00,F,Legal Project,Oral communication/,Chicago,Yes,2-3,Technology
14389,2020-06-01 00:00:00,2020-09-15 00:00:00,F,Engineering Project,Java/MATLAB/,DC,No,8-9,Strategy & Consulting
14390,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Engineering Project,MATLAB/,Denver,Yes,6-7,Operations
14391,2020-06-01 00:00:00,2020-09-15 00:00:00,F,IT Operations Project,Excel/Oracle/ML/,Boston,No,8-9,Technology
14392,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Business Project,PowerPoint/Salesforce/PowerPoint/,DC,Yes,3-4,Technology
14393,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Finance Project,PowerPoint/PowerPoint/,Boston,Yes,3-4,Interactive
14394,2020-04-01 00:00:00,2020-05-15 00:00:00,C,Design Project,Adobe/,NYC,No,8-9,Operations
14395,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Legal Project,PowerPoint/,Denver,No,1-2,Technology
14396,2020-02-01 00:00:00,2020-10-15 00:00:00,E,Design Project,React.js/,Chicago,Yes,7-8,Technology
14397,2020-07-01 00:00:00,2020-07-15 00:00:00,C,IT Operations Project,Oracle/PowerPoint/,DC,No,9-10,Interactive
14398,2020-11-01 00:00:00,2020-11-15 00:00:00,D,Human Resources Project,Oral communication/Oral communication/PowerPoint/,Boston,Yes,9-10,Strategy & Consulting
14399,2020-01-01 00:00:00,2020-03-15 00:00:00,F,Security Project,ML/,DC,Yes,1-2,Strategy & Consulting
14400,2020-08-01 00:00:00,2020-08-15 00:00:00,H,Engineering Project,Java/,Chicago,Yes,10-11,Strategy & Consulting
14401,2020-11-01 00:00:00,2020-12-15 00:00:00,G,Business Project,Excel/Excel/,NYC,Yes,7-8,Operations
14402,2020-02-01 00:00:00,2020-03-15 00:00:00,F,Legal Project,Bar/Excel/,Denver,No,3-4,Operations
14403,2020-07-01 00:00:00,2020-11-15 00:00:00,D,Account Leadership Project,PowerPoint/Excel/,DC,Yes,5-6,Technology
14404,2020-06-01 00:00:00,2020-06-15 00:00:00,E,Strategy Project,Critical thinking/PowerPoint/,DC,Yes,9-10,Interactive
14405,2020-11-01 00:00:00,2020-11-15 00:00:00,D,Account Leadership Project,PowerPoint/Excel/Cloud/,NYC,Yes,8-9,Operations
14406,2020-04-01 00:00:00,2020-11-15 00:00:00,F,Engineering Project,MATLAB/,Boston,Yes,4-5,Interactive
14407,2020-06-01 00:00:00,2020-11-15 00:00:00,B,Design Project,PhotoShop/,Denver,No,5-6,Strategy & Consulting
14408,2020-03-01 00:00:00,2020-04-15 00:00:00,A,Human Resources Project,PowerPoint/,Chicago,No,6-7,Interactive
14409,2020-03-01 00:00:00,2020-04-15 00:00:00,H,Engineering Project,PowerPoint/Python/,Denver,No,9-10,Operations
14410,2020-11-01 00:00:00,2020-11-15 00:00:00,F,IT Operations Project,Oracle/,Boston,No,5-6,Operations
14411,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Strategy Project,PowerPoint/PowerPoint/PowerPoint/,DC,No,9-10,Strategy & Consulting
14412,2020-08-01 00:00:00,2020-08-15 00:00:00,F,Legal Project,Excel/Excel/Excel/,Denver,Yes,3-4,Technology
14413,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Human Resources Project,Oral communication/Oral communication/,DC,Yes,2-3,Operations
14414,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Account Leadership Project,Leadership/,Chicago,Yes,2-3,Technology
14415,2020-07-01 00:00:00,2020-08-15 00:00:00,D,Design Project,React.js/,Chicago,Yes,4-5,Interactive
14416,2020-05-01 00:00:00,2020-05-15 00:00:00,H,Business Project,PowerPoint/Salesforce/Salesforce/,Denver,Yes,4-5,Strategy & Consulting
14417,2020-03-01 00:00:00,2020-07-15 00:00:00,C,Human Resources Project,Oral communication/,Denver,Yes,10-11,Strategy & Consulting
14418,2020-07-01 00:00:00,2020-11-15 00:00:00,F,Legal Project,Bar/Oral communication/,Chicago,Yes,5-6,Operations
14419,2020-08-01 00:00:00,2020-09-15 00:00:00,E,Business Project,Salesforce/Salesforce/,Denver,No,6-7,Operations
14420,2020-09-01 00:00:00,2020-10-15 00:00:00,G,IT Operations Project,Cloud/Java/Oracle/,NYC,Yes,9-10,Strategy & Consulting
14421,2020-09-01 00:00:00,2020-09-15 00:00:00,G,Security Project,Cloud/,Boston,Yes,4-5,Strategy & Consulting
14422,2020-07-01 00:00:00,2020-11-15 00:00:00,C,Finance Project,PowerPoint/Excel/SAP/,Chicago,No,10-11,Interactive
14423,2020-08-01 00:00:00,2020-09-15 00:00:00,C,Legal Project,Oral communication/,NYC,Yes,9-10,Operations
14424,2020-03-01 00:00:00,2020-11-15 00:00:00,A,Account Leadership Project,Oral communication/ML/PowerPoint/,Chicago,No,6-7,Technology
14425,2020-08-01 00:00:00,2020-08-15 00:00:00,C,Design Project,PhotoShop/React.js/PhotoShop/,Boston,No,10-11,Strategy & Consulting
14426,2020-07-01 00:00:00,2020-07-15 00:00:00,D,Account Leadership Project,Leadership/ML/Cloud/,DC,No,1-2,Strategy & Consulting
14427,2020-07-01 00:00:00,2020-12-15 00:00:00,B,Security Project,Excel/ML/Excel/,DC,Yes,6-7,Strategy & Consulting
14428,2020-10-01 00:00:00,2020-11-15 00:00:00,D,Design Project,React.js/PowerPoint/,Chicago,No,3-4,Strategy & Consulting
14429,2020-03-01 00:00:00,2020-05-15 00:00:00,E,Finance Project,PowerPoint/QuickBooks/QuickBooks/,Boston,Yes,8-9,Strategy & Consulting
14430,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Legal Project,Bar/Excel/,NYC,No,5-6,Interactive
14431,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Engineering Project,Java/Java/PowerPoint/,DC,No,2-3,Interactive
14432,2020-04-01 00:00:00,2020-08-15 00:00:00,D,Finance Project,QuickBooks/SAP/,NYC,Yes,2-3,Interactive
14433,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Business Project,Salesforce/Excel/,DC,Yes,7-8,Operations
14434,2020-08-01 00:00:00,2020-11-15 00:00:00,G,IT Operations Project,Cloud/Cloud/Excel/,Chicago,Yes,4-5,Interactive
14435,2020-01-01 00:00:00,2020-05-15 00:00:00,E,Finance Project,QuickBooks/,Boston,No,3-4,Strategy & Consulting
14436,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Strategy Project,PowerPoint/,Boston,No,7-8,Strategy & Consulting
14437,2020-08-01 00:00:00,2020-08-15 00:00:00,A,Business Project,Excel/,DC,Yes,5-6,Strategy & Consulting
14438,2020-03-01 00:00:00,2020-08-15 00:00:00,F,Account Leadership Project,Cloud/PowerPoint/PowerPoint/,Chicago,No,6-7,Technology
14439,2020-11-01 00:00:00,2020-12-15 00:00:00,A,IT Operations Project,Cloud/Java/,NYC,No,2-3,Technology
14440,2020-09-01 00:00:00,2020-09-15 00:00:00,C,Account Leadership Project,Cloud/Excel/Cloud/,NYC,No,1-2,Strategy & Consulting
14441,2020-10-01 00:00:00,2020-12-15 00:00:00,H,Security Project,Excel/PowerPoint/,DC,No,8-9,Technology
14442,2020-04-01 00:00:00,2020-06-15 00:00:00,A,Account Leadership Project,PowerPoint/PowerPoint/Leadership/,DC,No,6-7,Interactive
14443,2020-09-01 00:00:00,2020-12-15 00:00:00,C,Human Resources Project,Oral communication/,Boston,Yes,6-7,Interactive
14444,2020-09-01 00:00:00,2020-10-15 00:00:00,D,Legal Project,PowerPoint/Excel/Bar/,DC,Yes,5-6,Technology
14445,2020-04-01 00:00:00,2020-05-15 00:00:00,C,Account Leadership Project,PowerPoint/,NYC,No,7-8,Technology
14446,2020-07-01 00:00:00,2020-08-15 00:00:00,A,Engineering Project,Java/,DC,No,10-11,Strategy & Consulting
14447,2020-07-01 00:00:00,2020-08-15 00:00:00,H,Strategy Project,PowerPoint/,NYC,No,3-4,Operations
14448,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Account Leadership Project,Cloud/Cloud/,Boston,No,3-4,Technology
14449,2020-08-01 00:00:00,2020-11-15 00:00:00,B,Account Leadership Project,ML/Oral communication/PowerPoint/,Denver,No,1-2,Technology
14450,2020-01-01 00:00:00,2020-11-15 00:00:00,E,Human Resources Project,Workday/PowerPoint/Oral communication/,Denver,Yes,8-9,Operations
14451,2020-06-01 00:00:00,2020-08-15 00:00:00,B,Design Project,PowerPoint/PhotoShop/React.js/,Boston,Yes,1-2,Operations
14452,2020-11-01 00:00:00,2020-11-15 00:00:00,B,Human Resources Project,Excel/Workday/,NYC,No,7-8,Technology
14453,2020-06-01 00:00:00,2020-12-15 00:00:00,A,Strategy Project,Critical thinking/,Boston,Yes,5-6,Technology
14454,2020-10-01 00:00:00,2020-12-15 00:00:00,A,IT Operations Project,Excel/ML/,NYC,No,7-8,Operations
14455,2020-10-01 00:00:00,2020-10-15 00:00:00,G,Business Project,PowerPoint/,Boston,Yes,4-5,Operations
14456,2020-05-01 00:00:00,2020-12-15 00:00:00,C,IT Operations Project,Oracle/PowerPoint/,Chicago,Yes,6-7,Technology
14457,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Business Project,Salesforce/Excel/,NYC,No,5-6,Interactive
14458,2020-11-01 00:00:00,2020-12-15 00:00:00,G,Engineering Project,Java/,Denver,Yes,5-6,Interactive
14459,2020-03-01 00:00:00,2020-11-15 00:00:00,C,Finance Project,QuickBooks/SAP/PowerPoint/,DC,Yes,1-2,Strategy & Consulting
14460,2020-07-01 00:00:00,2020-10-15 00:00:00,C,Design Project,Adobe/Excel/PowerPoint/,Denver,Yes,7-8,Strategy & Consulting
14461,2020-08-01 00:00:00,2020-12-15 00:00:00,E,Account Leadership Project,Cloud/,Boston,Yes,6-7,Strategy & Consulting
14462,2020-01-01 00:00:00,2020-10-15 00:00:00,C,Human Resources Project,Workday/PowerPoint/,Chicago,Yes,7-8,Operations
14463,2020-08-01 00:00:00,2020-12-15 00:00:00,H,Design Project,PhotoShop/React.js/,Chicago,Yes,4-5,Interactive
14464,2020-04-01 00:00:00,2020-07-15 00:00:00,F,Finance Project,PowerPoint/SAP/,Boston,Yes,10-11,Interactive
14465,2020-07-01 00:00:00,2020-10-15 00:00:00,G,Strategy Project,Excel/Excel/PowerPoint/,Denver,No,9-10,Technology
14466,2020-10-01 00:00:00,2020-11-15 00:00:00,D,Legal Project,Bar/Oral communication/,Chicago,No,7-8,Strategy & Consulting
14467,2020-07-01 00:00:00,2020-09-15 00:00:00,F,IT Operations Project,PowerPoint/Oracle/,Denver,Yes,8-9,Technology
14468,2020-06-01 00:00:00,2020-12-15 00:00:00,C,Finance Project,Excel/Excel/PowerPoint/,NYC,Yes,4-5,Operations
14469,2020-02-01 00:00:00,2020-12-15 00:00:00,E,Human Resources Project,PowerPoint/Oral communication/,Denver,Yes,10-11,Interactive
14470,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Account Leadership Project,PowerPoint/,DC,Yes,9-10,Interactive
14471,2020-04-01 00:00:00,2020-04-15 00:00:00,A,Security Project,Java/Java/Cloud/,Denver,No,3-4,Operations
14472,2020-08-01 00:00:00,2020-11-15 00:00:00,E,Business Project,PowerPoint/,Chicago,No,5-6,Interactive
14473,2020-07-01 00:00:00,2020-08-15 00:00:00,E,Security Project,Excel/,Denver,No,4-5,Operations
14474,2020-03-01 00:00:00,2020-04-15 00:00:00,F,Legal Project,Oral communication/,Denver,No,9-10,Operations
14475,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Strategy Project,Excel/Critical thinking/,Denver,Yes,10-11,Operations
14476,2020-04-01 00:00:00,2020-05-15 00:00:00,G,Account Leadership Project,Leadership/Cloud/Oral communication/,Boston,Yes,2-3,Interactive
14477,2020-08-01 00:00:00,2020-12-15 00:00:00,H,Legal Project,Excel/Bar/PowerPoint/,NYC,Yes,10-11,Interactive
14478,2020-07-01 00:00:00,2020-10-15 00:00:00,G,Human Resources Project,Workday/Excel/,Chicago,Yes,8-9,Strategy & Consulting
14479,2020-09-01 00:00:00,2020-10-15 00:00:00,B,Security Project,Python/,Chicago,Yes,9-10,Interactive
14480,2020-11-01 00:00:00,2020-11-15 00:00:00,H,IT Operations Project,PowerPoint/ML/Cloud/,Boston,No,7-8,Operations
14481,2020-01-01 00:00:00,2020-11-15 00:00:00,E,Legal Project,Oral communication/Bar/,NYC,Yes,6-7,Operations
14482,2020-06-01 00:00:00,2020-11-15 00:00:00,F,Strategy Project,Critical thinking/,Chicago,No,5-6,Technology
14483,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Human Resources Project,PowerPoint/,Denver,Yes,7-8,Strategy & Consulting
14484,2020-05-01 00:00:00,2020-12-15 00:00:00,E,Business Project,Excel/PowerPoint/PowerPoint/,DC,Yes,2-3,Technology
14485,2020-01-01 00:00:00,2020-06-15 00:00:00,E,Design Project,Excel/,NYC,No,8-9,Technology
14486,2020-08-01 00:00:00,2020-11-15 00:00:00,C,Security Project,Excel/Java/PowerPoint/,Chicago,Yes,5-6,Technology
14487,2020-10-01 00:00:00,2020-12-15 00:00:00,F,Security Project,Excel/,Denver,No,5-6,Technology
14488,2020-10-01 00:00:00,2020-11-15 00:00:00,G,Engineering Project,Java/,Chicago,No,7-8,Technology
14489,2020-05-01 00:00:00,2020-07-15 00:00:00,A,Strategy Project,Critical thinking/,Boston,No,6-7,Technology
14490,2020-08-01 00:00:00,2020-10-15 00:00:00,B,Security Project,Oracle/Java/ML/,Denver,Yes,6-7,Strategy & Consulting
14491,2020-06-01 00:00:00,2020-09-15 00:00:00,C,Security Project,Oracle/Java/,Chicago,Yes,7-8,Operations
14492,2020-07-01 00:00:00,2020-08-15 00:00:00,B,Strategy Project,Critical thinking/Critical thinking/,NYC,Yes,9-10,Technology
14493,2020-01-01 00:00:00,2020-09-15 00:00:00,A,IT Operations Project,Java/Cloud/Python/,Denver,No,9-10,Operations
14494,2020-03-01 00:00:00,2020-08-15 00:00:00,D,Business Project,Excel/,NYC,Yes,8-9,Interactive
14495,2020-11-01 00:00:00,2020-12-15 00:00:00,G,Security Project,Excel/,DC,No,5-6,Operations
14496,2020-06-01 00:00:00,2020-08-15 00:00:00,A,Design Project,PowerPoint/,Chicago,Yes,1-2,Operations
14497,2020-08-01 00:00:00,2020-09-15 00:00:00,H,IT Operations Project,Oracle/,DC,No,3-4,Interactive
14498,2020-02-01 00:00:00,2020-06-15 00:00:00,C,Design Project,React.js/,DC,Yes,9-10,Operations
14499,2020-01-01 00:00:00,2020-08-15 00:00:00,D,Engineering Project,Python/,Denver,Yes,6-7,Operations
14500,2020-08-01 00:00:00,2020-08-15 00:00:00,E,Security Project,Python/,Boston,Yes,8-9,Technology
14501,2020-02-01 00:00:00,2020-02-15 00:00:00,F,Human Resources Project,Oral communication/Excel/,Boston,No,5-6,Technology
14502,2020-10-01 00:00:00,2020-12-15 00:00:00,H,Design Project,Adobe/PowerPoint/,NYC,No,8-9,Interactive
14503,2020-09-01 00:00:00,2020-11-15 00:00:00,F,Business Project,PowerPoint/Excel/Excel/,NYC,Yes,5-6,Interactive
14504,2020-03-01 00:00:00,2020-07-15 00:00:00,D,Account Leadership Project,Leadership/Oral communication/,Denver,No,10-11,Interactive
14505,2020-02-01 00:00:00,2020-08-15 00:00:00,H,Design Project,Adobe/React.js/PowerPoint/,DC,Yes,7-8,Technology
