UID,Chargeability,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement,Level
3992,No,2020-07-01 00:00:00,2020-11-15 00:00:00,C,AT&T Application Scanning,ML,DC,No,1-2
3993,No,2020-10-01 00:00:00,2020-10-15 00:00:00,H,Cyber Integration,ML,NYC,Yes,5-6
3994,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,E,iDefense- Odin,Oracle,Boston,No,9-10
3995,Yes,2020-06-01 00:00:00,2020-09-15 00:00:00,E,AT&T Application Scanning,ML,Denver,No,7-8
3996,Yes,2020-09-01 00:00:00,2020-12-15 00:00:00,D,Avande,Python,Chicago,No,10-11
3997,Yes,2020-09-01 00:00:00,2020-12-15 00:00:00,C,iDefense- Zaim,Python,NYC,Yes,8-9
3998,Yes,2020-03-01 00:00:00,2020-06-15 00:00:00,H,Cloud Security Enablement Phase 1,Oracle,NYC,Yes,8-9
3999,Yes,2020-04-01 00:00:00,2020-08-15 00:00:00,C,iDefense- Zaim,ML,Denver,No,10-11
4000,No,2020-08-01 00:00:00,2020-11-15 00:00:00,E,Application Security F/P Analysis,Python,Chicago,Yes,4-5
4001,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Chevron Cloud Security,Cloud,Chicago,No,6-7
4002,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,B,Journey2Cloud,ML,DC,No,5-6
4003,Yes,2020-01-01 00:00:00,2020-04-15 00:00:00,A,iDefense- Zaim,ML,DC,No,9-10
4004,No,2020-01-01 00:00:00,2020-11-15 00:00:00,D,Chevron Cloud Security,Oracle,DC,Yes,10-11
4005,No,2020-06-01 00:00:00,2020-07-15 00:00:00,H,Application Security F/P Analysis,Java,NYC,Yes,7-8
4006,No,2020-11-01 00:00:00,2020-12-15 00:00:00,C,iDefense- Odin,Java,Boston,No,6-7
4007,No,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Journey2Cloud,Java,Chicago,No,8-9
4008,No,2020-08-01 00:00:00,2020-10-15 00:00:00,E,iDefense- Zaim,Cloud,Denver,Yes,2-3
4009,No,2020-08-01 00:00:00,2020-11-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Cloud,Chicago,Yes,1-2
4010,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Application Security F/P Analysis,ML,DC,No,2-3
4011,Yes,2020-02-01 00:00:00,2020-06-15 00:00:00,F,Cloud Security Enablement Phase 1,Python,Boston,Yes,7-8
4012,No,2020-02-01 00:00:00,2020-10-15 00:00:00,A,Avande,Oracle,NYC,No,6-7
4013,Yes,2020-03-01 00:00:00,2020-05-15 00:00:00,G,Chevron Cloud Security,Cloud,Chicago,No,2-3
4014,No,2020-01-01 00:00:00,2020-02-15 00:00:00,H,iDefense- Zaim,Python,NYC,Yes,10-11
4015,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Cyber Integration,Java,DC,Yes,2-3
4016,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Oracle,Boston,Yes,4-5
4017,No,2020-12-01 00:00:00,2020-12-15 00:00:00,H,AT&T Application Scanning,ML,Denver,No,7-8
4018,Yes,2020-08-01 00:00:00,2020-10-15 00:00:00,C,Application Security F/P Analysis,Python,DC,Yes,8-9
4019,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),ML,NYC,No,5-6
4020,No,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Chevron Cloud Security,Oracle,Boston,No,3-4
4021,No,2020-06-01 00:00:00,2020-08-15 00:00:00,A,Avande,Oracle,NYC,Yes,8-9
4022,Yes,2020-03-01 00:00:00,2020-08-15 00:00:00,B,Cloud Security Enablement Phase 1,Java,DC,No,3-4
4023,No,2020-09-01 00:00:00,2020-12-15 00:00:00,H,Cyber Integration,Java,Boston,Yes,5-6
4024,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Cyber Integration,Cloud,Boston,No,4-5
4025,No,2020-08-01 00:00:00,2020-08-15 00:00:00,G,AT&T Application Scanning,Oracle,DC,No,1-2
4026,Yes,2020-05-01 00:00:00,2020-06-15 00:00:00,F,Cloud Security Enablement Phase 1,Python,NYC,Yes,6-7
4027,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Cloud,Denver,No,4-5
4028,Yes,2020-07-01 00:00:00,2020-07-15 00:00:00,F,iDefense- Zaim,Cloud,DC,No,1-2
4029,No,2020-05-01 00:00:00,2020-07-15 00:00:00,A,Journey2Cloud,Python,NYC,Yes,4-5
4030,No,2020-07-01 00:00:00,2020-11-15 00:00:00,H,iDefense- Odin,Java,Boston,Yes,3-4
4031,Yes,2020-08-01 00:00:00,2020-10-15 00:00:00,G,Application Security F/P Analysis,Java,Denver,Yes,2-3
4032,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Oracle,Boston,Yes,5-6
4033,Yes,2020-03-01 00:00:00,2020-09-15 00:00:00,D,Cyber Integration,Python,Denver,No,5-6
4034,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,F,Journey2Cloud,Python,DC,Yes,7-8
4035,No,2020-04-01 00:00:00,2020-09-15 00:00:00,G,Chevron Cloud Security,Python,Chicago,No,5-6
4036,No,2020-08-01 00:00:00,2020-11-15 00:00:00,F,AT&T Application Scanning,ML,Denver,Yes,1-2
4037,Yes,2020-09-01 00:00:00,2020-12-15 00:00:00,G,iDefense- Odin,ML,Denver,No,10-11
4038,Yes,2020-03-01 00:00:00,2020-05-15 00:00:00,A,iDefense- Zaim,Java,NYC,No,1-2
4039,Yes,2020-04-01 00:00:00,2020-04-15 00:00:00,D,iDefense- Odin,Java,Denver,No,1-2
4040,Yes,2020-07-01 00:00:00,2020-09-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Oracle,DC,Yes,4-5
4041,No,2020-06-01 00:00:00,2020-10-15 00:00:00,E,Journey2Cloud,Cloud,DC,No,3-4
4042,No,2020-06-01 00:00:00,2020-06-15 00:00:00,E,Cyber Integration,Java,DC,No,6-7
4043,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,H,AT&T Application Scanning,Cloud,DC,Yes,10-11
4044,Yes,2020-09-01 00:00:00,2020-09-15 00:00:00,A,Avande,ML,DC,No,1-2
4045,No,2020-02-01 00:00:00,2020-07-15 00:00:00,H,Journey2Cloud,Cloud,Chicago,Yes,6-7
4046,No,2020-09-01 00:00:00,2020-11-15 00:00:00,E,iDefense- Odin,Oracle,NYC,No,2-3
4047,No,2020-03-01 00:00:00,2020-04-15 00:00:00,F,Cyber Integration,Java,Boston,No,4-5
4048,No,2020-03-01 00:00:00,2020-05-15 00:00:00,G,Application Security F/P Analysis,ML,Chicago,Yes,4-5
4049,No,2020-02-01 00:00:00,2020-12-15 00:00:00,C,Application Security F/P Analysis,Java,Denver,No,9-10
4050,No,2020-08-01 00:00:00,2020-09-15 00:00:00,C,AT&T Application Scanning,Python,NYC,No,2-3
4051,No,2020-05-01 00:00:00,2020-09-15 00:00:00,F,Avande,Python,DC,No,8-9
4052,No,2020-11-01 00:00:00,2020-11-15 00:00:00,B,Journey2Cloud,ML,DC,Yes,8-9
4053,No,2020-06-01 00:00:00,2020-06-15 00:00:00,D,Cloud Security Enablement Phase 1,Python,NYC,No,5-6
4054,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,C,iDefense- Odin,ML,Chicago,No,7-8
4055,No,2020-10-01 00:00:00,2020-11-15 00:00:00,D,iDefense- Zaim,Oracle,Boston,No,7-8
4056,No,2020-06-01 00:00:00,2020-09-15 00:00:00,G,Chevron Cloud Security,Python,Boston,Yes,1-2
4057,No,2020-06-01 00:00:00,2020-11-15 00:00:00,F,iDefense- Zaim,Oracle,DC,Yes,2-3
4058,No,2020-03-01 00:00:00,2020-11-15 00:00:00,F,Cyber Integration,Java,NYC,Yes,1-2
4059,Yes,2020-06-01 00:00:00,2020-09-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),ML,Boston,Yes,5-6
4060,Yes,2020-04-01 00:00:00,2020-10-15 00:00:00,B,Journey2Cloud,Java,Chicago,No,6-7
4061,No,2020-09-01 00:00:00,2020-11-15 00:00:00,D,Cloud Security Enablement Phase 1,ML,Denver,No,1-2
4062,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Chevron Cloud Security,Python,Denver,No,6-7
4063,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,A,Chevron Cloud Security,Cloud,Chicago,Yes,6-7
4064,No,2020-06-01 00:00:00,2020-12-15 00:00:00,F,Cloud Security Enablement Phase 1,Java,DC,Yes,5-6
4065,No,2020-10-01 00:00:00,2020-10-15 00:00:00,G,Application Security F/P Analysis,ML,DC,Yes,10-11
4066,No,2020-09-01 00:00:00,2020-12-15 00:00:00,F,AT&T Application Scanning,ML,Chicago,Yes,7-8
4067,No,2020-02-01 00:00:00,2020-07-15 00:00:00,F,Journey2Cloud,Cloud,Boston,No,5-6
4068,No,2020-11-01 00:00:00,2020-11-15 00:00:00,B,iDefense- Odin,Java,Denver,No,1-2
4069,No,2020-08-01 00:00:00,2020-12-15 00:00:00,C,Chevron Cloud Security,Java,NYC,No,10-11
4070,Yes,2020-06-01 00:00:00,2020-09-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Cloud,Boston,No,2-3
4071,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Journey2Cloud,Cloud,DC,No,7-8
4072,No,2020-05-01 00:00:00,2020-09-15 00:00:00,D,iDefense- Zaim,Cloud,Chicago,No,4-5
4073,No,2020-07-01 00:00:00,2020-12-15 00:00:00,A,Cloud Security Enablement Phase 1,Python,Boston,No,2-3
4074,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Avande,ML,Chicago,No,10-11
4075,No,2020-05-01 00:00:00,2020-11-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Oracle,DC,Yes,5-6
4076,Yes,2020-04-01 00:00:00,2020-06-15 00:00:00,E,Avande,ML,NYC,Yes,10-11
4077,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,G,iDefense- Zaim,ML,Boston,Yes,5-6
4078,No,2020-08-01 00:00:00,2020-09-15 00:00:00,C,iDefense- Odin,Java,DC,No,4-5
4079,No,2020-01-01 00:00:00,2020-06-15 00:00:00,F,Cloud Security Enablement Phase 1,ML,Boston,Yes,8-9
4080,No,2020-10-01 00:00:00,2020-12-15 00:00:00,E,Journey2Cloud,Java,Denver,No,10-11
4081,Yes,2020-03-01 00:00:00,2020-10-15 00:00:00,H,Application Security F/P Analysis,ML,Denver,No,2-3
4082,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,F,Cloud Security Enablement Phase 1,ML,Chicago,No,1-2
4083,No,2020-06-01 00:00:00,2020-08-15 00:00:00,D,Cyber Integration,Oracle,DC,Yes,10-11
4084,No,2020-07-01 00:00:00,2020-09-15 00:00:00,B,iDefense- Zaim,Oracle,Denver,No,5-6
4085,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,F,Cyber Integration,Oracle,NYC,Yes,9-10
4086,Yes,2020-04-01 00:00:00,2020-12-15 00:00:00,G,iDefense- Zaim,Cloud,Chicago,No,3-4
4087,Yes,2020-06-01 00:00:00,2020-06-15 00:00:00,F,Application Security F/P Analysis,Cloud,Boston,Yes,4-5
4088,Yes,2020-02-01 00:00:00,2020-11-15 00:00:00,C,Cloud Security Enablement Phase 1,Cloud,DC,No,4-5
4089,No,2020-06-01 00:00:00,2020-06-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),ML,Chicago,No,10-11
4090,No,2020-01-01 00:00:00,2020-12-15 00:00:00,G,Cloud Security Enablement Phase 1,Cloud,Boston,Yes,8-9
4091,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,E,iDefense- Zaim,Cloud,Denver,No,3-4
4092,Yes,2020-02-01 00:00:00,2020-06-15 00:00:00,B,Chevron Cloud Security,Python,Boston,Yes,7-8
4093,No,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Avande,Cloud,NYC,No,2-3
4094,No,2020-08-01 00:00:00,2020-11-15 00:00:00,B,iDefense- Odin,ML,Boston,Yes,8-9
4095,No,2020-02-01 00:00:00,2020-06-15 00:00:00,G,iDefense- Zaim,Java,DC,No,9-10
4096,No,2020-07-01 00:00:00,2020-10-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Python,Boston,No,6-7
4097,No,2020-04-01 00:00:00,2020-06-15 00:00:00,B,Cloud Security Enablement Phase 1,Java,Denver,Yes,9-10
4098,No,2020-08-01 00:00:00,2020-12-15 00:00:00,E,AT&T Application Scanning,ML,NYC,No,6-7
4099,No,2020-09-01 00:00:00,2020-10-15 00:00:00,H,Journey2Cloud,Python,Chicago,No,5-6
4100,No,2020-11-01 00:00:00,2020-11-15 00:00:00,H,AT&T Application Scanning,Cloud,NYC,Yes,10-11
4101,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Cloud,Denver,Yes,8-9
4102,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,G,Chevron Cloud Security,Cloud,NYC,Yes,7-8
4103,Yes,2020-09-01 00:00:00,2020-12-15 00:00:00,D,Journey2Cloud,Cloud,NYC,No,2-3
4104,Yes,2020-04-01 00:00:00,2020-12-15 00:00:00,G,AT&T Application Scanning,Python,DC,Yes,4-5
4105,No,2020-06-01 00:00:00,2020-06-15 00:00:00,H,Cloud Security Enablement Phase 1,Python,DC,No,2-3
4106,No,2020-07-01 00:00:00,2020-08-15 00:00:00,G,Application Security F/P Analysis,Oracle,Chicago,No,10-11
4107,No,2020-01-01 00:00:00,2020-07-15 00:00:00,B,Chevron Cloud Security,Oracle,Chicago,Yes,7-8
4108,No,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),ML,Denver,No,8-9
4109,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,H,iDefense- Odin,Oracle,DC,Yes,6-7
4110,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,C,Cloud Security Enablement Phase 1,Cloud,Boston,Yes,6-7
4111,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,A,Cloud Security Enablement Phase 1,Java,Boston,No,10-11
4112,Yes,2020-07-01 00:00:00,2020-07-15 00:00:00,E,iDefense- Zaim,Java,Chicago,No,4-5
4113,No,2020-07-01 00:00:00,2020-09-15 00:00:00,G,iDefense- Zaim,ML,Chicago,Yes,1-2
4114,Yes,2020-01-01 00:00:00,2020-04-15 00:00:00,A,iDefense- Odin,Python,NYC,No,10-11
4115,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,A,Application Security F/P Analysis,Python,Chicago,No,9-10
4116,No,2020-08-01 00:00:00,2020-12-15 00:00:00,A,Avande,ML,Chicago,Yes,8-9
4117,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,F,iDefense- Zaim,ML,NYC,Yes,3-4
4118,Yes,2020-06-01 00:00:00,2020-06-15 00:00:00,F,Chevron Cloud Security,ML,Boston,Yes,8-9
4119,No,2020-01-01 00:00:00,2020-03-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Python,Denver,Yes,1-2
4120,No,2020-05-01 00:00:00,2020-06-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Oracle,Denver,Yes,5-6
4121,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,C,iDefense- Zaim,ML,Denver,Yes,7-8
4122,No,2020-09-01 00:00:00,2020-11-15 00:00:00,E,Chevron Cloud Security,Oracle,Boston,No,5-6
4123,Yes,2020-01-01 00:00:00,2020-10-15 00:00:00,D,Chevron Cloud Security,Java,NYC,Yes,3-4
4124,No,2020-07-01 00:00:00,2020-12-15 00:00:00,D,Cyber Integration,ML,NYC,Yes,4-5
4125,Yes,2020-08-01 00:00:00,2020-08-15 00:00:00,G,Avande,Python,Boston,No,8-9
4126,No,2020-10-01 00:00:00,2020-10-15 00:00:00,H,Application Security F/P Analysis,Python,Denver,Yes,10-11
4127,No,2020-06-01 00:00:00,2020-07-15 00:00:00,H,Journey2Cloud,ML,DC,No,3-4
4128,Yes,2020-07-01 00:00:00,2020-07-15 00:00:00,A,AT&T Application Scanning,Oracle,Denver,No,8-9
4129,No,2020-07-01 00:00:00,2020-09-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Python,Boston,No,6-7
4130,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,B,iDefense- Odin,Python,DC,Yes,3-4
4131,No,2020-08-01 00:00:00,2020-12-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),ML,Chicago,No,6-7
4132,No,2020-06-01 00:00:00,2020-10-15 00:00:00,C,iDefense- Odin,ML,DC,No,7-8
4133,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Oracle,Boston,No,3-4
4134,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,C,Avande,Cloud,Denver,No,4-5
4135,No,2020-04-01 00:00:00,2020-04-15 00:00:00,H,Cloud Security Enablement Phase 1,Java,NYC,Yes,4-5
4136,No,2020-05-01 00:00:00,2020-08-15 00:00:00,G,Journey2Cloud,ML,NYC,No,1-2
4137,Yes,2020-04-01 00:00:00,2020-07-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Java,Chicago,No,9-10
4138,No,2020-01-01 00:00:00,2020-09-15 00:00:00,F,AT&T Application Scanning,Oracle,Boston,Yes,10-11
4139,No,2020-05-01 00:00:00,2020-10-15 00:00:00,F,Chevron Cloud Security,Java,Chicago,No,5-6
4140,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,E,Cyber Integration,Cloud,DC,Yes,2-3
4141,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,D,Journey2Cloud,Python,Chicago,Yes,8-9
4142,Yes,2020-05-01 00:00:00,2020-06-15 00:00:00,C,Cloud Security Enablement Phase 1,Java,NYC,Yes,9-10
4143,Yes,2020-04-01 00:00:00,2020-04-15 00:00:00,D,Journey2Cloud,Cloud,NYC,Yes,8-9
4144,Yes,2020-08-01 00:00:00,2020-10-15 00:00:00,C,Application Security F/P Analysis,Oracle,Denver,Yes,1-2
4145,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Application Security F/P Analysis,Oracle,Chicago,No,2-3
4146,No,2020-03-01 00:00:00,2020-09-15 00:00:00,B,Cloud Security Enablement Phase 1,Java,Denver,No,7-8
4147,No,2020-02-01 00:00:00,2020-03-15 00:00:00,A,Avande,Java,DC,Yes,8-9
4148,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Cyber Integration,Python,DC,Yes,3-4
4149,Yes,2020-08-01 00:00:00,2020-10-15 00:00:00,H,iDefense- Zaim,Cloud,NYC,No,1-2
4150,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,H,Avande,Python,DC,No,4-5
4151,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Chevron Cloud Security,Python,Denver,No,9-10
4152,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,D,Application Security F/P Analysis,Python,Boston,Yes,1-2
4153,No,2020-11-01 00:00:00,2020-12-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Oracle,Denver,No,4-5
4154,Yes,2020-07-01 00:00:00,2020-11-15 00:00:00,E,Cyber Integration,Oracle,Chicago,Yes,6-7
4155,No,2020-06-01 00:00:00,2020-08-15 00:00:00,C,Application Security F/P Analysis,Oracle,Denver,Yes,5-6
4156,Yes,2020-01-01 00:00:00,2020-07-15 00:00:00,H,Avande,Java,Chicago,Yes,4-5
4157,Yes,2020-02-01 00:00:00,2020-07-15 00:00:00,E,iDefense- Zaim,Cloud,Denver,Yes,1-2
4158,Yes,2020-04-01 00:00:00,2020-04-15 00:00:00,H,Cloud Security Enablement Phase 1,Java,DC,No,7-8
4159,Yes,2020-09-01 00:00:00,2020-12-15 00:00:00,E,Avande,Java,NYC,Yes,5-6
4160,No,2020-05-01 00:00:00,2020-07-15 00:00:00,D,Avande,Python,DC,No,1-2
4161,No,2020-04-01 00:00:00,2020-12-15 00:00:00,F,Journey2Cloud,ML,Denver,Yes,8-9
4162,No,2020-10-01 00:00:00,2020-11-15 00:00:00,D,Avande,Oracle,Denver,No,6-7
4163,Yes,2020-01-01 00:00:00,2020-05-15 00:00:00,D,Cyber Integration,ML,NYC,No,4-5
4164,No,2020-03-01 00:00:00,2020-08-15 00:00:00,F,Journey2Cloud,Oracle,NYC,No,2-3
4165,Yes,2020-08-01 00:00:00,2020-11-15 00:00:00,C,Journey2Cloud,Python,DC,No,4-5
4166,No,2020-02-01 00:00:00,2020-04-15 00:00:00,E,Journey2Cloud,ML,DC,Yes,5-6
4167,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Cloud Security Enablement Phase 1,Oracle,NYC,No,3-4
4168,No,2020-02-01 00:00:00,2020-12-15 00:00:00,C,Chevron Cloud Security,Java,NYC,Yes,6-7
4169,No,2020-05-01 00:00:00,2020-09-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Oracle,DC,No,7-8
4170,Yes,2020-02-01 00:00:00,2020-05-15 00:00:00,E,Application Security F/P Analysis,Oracle,Denver,Yes,5-6
4171,No,2020-09-01 00:00:00,2020-09-15 00:00:00,A,Chevron Cloud Security,Python,DC,No,7-8
4172,Yes,2020-07-01 00:00:00,2020-09-15 00:00:00,E,iDefense- Odin,ML,Boston,No,1-2
4173,No,2020-03-01 00:00:00,2020-10-15 00:00:00,F,Avande,Python,Chicago,Yes,4-5
4174,No,2020-11-01 00:00:00,2020-12-15 00:00:00,H,Avande,ML,NYC,Yes,10-11
4175,Yes,2020-01-01 00:00:00,2020-08-15 00:00:00,C,iDefense- Zaim,Oracle,Chicago,Yes,10-11
4176,No,2020-11-01 00:00:00,2020-12-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Python,NYC,No,8-9
4177,No,2020-07-01 00:00:00,2020-08-15 00:00:00,A,Cloud Security Enablement Phase 1,Java,Denver,Yes,9-10
4178,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Chevron Cloud Security,Oracle,Chicago,No,2-3
4179,No,2020-11-01 00:00:00,2020-12-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Python,NYC,Yes,4-5
4180,No,2020-01-01 00:00:00,2020-09-15 00:00:00,D,iDefense- Zaim,Java,Boston,Yes,9-10
4181,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,D,iDefense- Odin,Oracle,DC,Yes,3-4
4182,No,2020-08-01 00:00:00,2020-09-15 00:00:00,F,Journey2Cloud,Oracle,Boston,Yes,5-6
4183,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,H,AT&T Application Scanning,Oracle,DC,Yes,3-4
4184,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,A,Cyber Integration,ML,NYC,No,3-4
4185,Yes,2020-07-01 00:00:00,2020-11-15 00:00:00,H,iDefense- Odin,ML,Denver,No,8-9
4186,No,2020-02-01 00:00:00,2020-06-15 00:00:00,C,Cloud Security Enablement Phase 1,ML,DC,Yes,10-11
4187,Yes,2020-02-01 00:00:00,2020-05-15 00:00:00,D,iDefense- Zaim,Cloud,NYC,Yes,7-8
4188,Yes,2020-01-01 00:00:00,2020-02-15 00:00:00,D,iDefense- Zaim,Java,Boston,No,6-7
4189,No,2020-05-01 00:00:00,2020-10-15 00:00:00,D,Cloud Security Enablement Phase 1,Cloud,DC,Yes,10-11
4190,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),ML,Boston,Yes,4-5
4191,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Cloud Security Enablement Phase 1,Java,Boston,Yes,2-3
4192,No,2020-02-01 00:00:00,2020-03-15 00:00:00,D,AT&T Application Scanning,Java,Boston,No,4-5
4193,No,2020-11-01 00:00:00,2020-11-15 00:00:00,D,iDefense- Odin,Java,Boston,Yes,3-4
4194,No,2020-08-01 00:00:00,2020-09-15 00:00:00,A,Journey2Cloud,Python,DC,Yes,2-3
4195,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,B,Avande,Oracle,Boston,No,9-10
4196,No,2020-07-01 00:00:00,2020-08-15 00:00:00,E,Application Security F/P Analysis,Cloud,Denver,No,5-6
4197,Yes,2020-08-01 00:00:00,2020-11-15 00:00:00,H,iDefense- Zaim,ML,DC,Yes,3-4
4198,No,2020-03-01 00:00:00,2020-04-15 00:00:00,E,AT&T Application Scanning,Oracle,Denver,Yes,8-9
4199,Yes,2020-09-01 00:00:00,2020-09-15 00:00:00,C,Application Security F/P Analysis,Python,Denver,Yes,5-6
4200,Yes,2020-02-01 00:00:00,2020-06-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Python,NYC,No,1-2
4201,Yes,2020-08-01 00:00:00,2020-10-15 00:00:00,G,AT&T Application Scanning,Oracle,Boston,Yes,9-10
4202,Yes,2020-01-01 00:00:00,2020-03-15 00:00:00,A,Journey2Cloud,Java,DC,Yes,2-3
4203,No,2020-05-01 00:00:00,2020-11-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Java,Chicago,Yes,5-6
4204,No,2020-02-01 00:00:00,2020-11-15 00:00:00,D,AT&T Application Scanning,Cloud,DC,Yes,7-8
4205,Yes,2020-03-01 00:00:00,2020-06-15 00:00:00,B,AT&T Application Scanning,Cloud,DC,No,8-9
4206,No,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),ML,NYC,Yes,3-4
4207,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Avande,Oracle,Chicago,Yes,3-4
4208,No,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Chevron Cloud Security,Python,Denver,Yes,3-4
4209,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,D,Application Security F/P Analysis,ML,NYC,No,6-7
4210,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Cyber Integration,Cloud,Boston,Yes,9-10
4211,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,D,Avande,Cloud,DC,Yes,4-5
4212,No,2020-11-01 00:00:00,2020-11-15 00:00:00,F,Journey2Cloud,Cloud,NYC,Yes,5-6
4213,No,2020-01-01 00:00:00,2020-11-15 00:00:00,E,Cyber Integration,Cloud,NYC,Yes,4-5
4214,No,2020-07-01 00:00:00,2020-11-15 00:00:00,F,Cyber Integration,Java,Chicago,Yes,2-3
4215,No,2020-11-01 00:00:00,2020-12-15 00:00:00,G,Cyber Integration,ML,Boston,No,1-2
4216,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Oracle,Boston,No,2-3
4217,No,2020-06-01 00:00:00,2020-08-15 00:00:00,G,Application Security F/P Analysis,Python,Chicago,No,7-8
4218,No,2020-02-01 00:00:00,2020-08-15 00:00:00,G,Chevron Cloud Security,ML,DC,No,5-6
4219,No,2020-07-01 00:00:00,2020-10-15 00:00:00,A,Chevron Cloud Security,ML,Boston,Yes,4-5
4220,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,H,iDefense- Zaim,Python,Boston,Yes,7-8
4221,No,2020-01-01 00:00:00,2020-08-15 00:00:00,C,Cloud Security Enablement Phase 1,Python,NYC,No,5-6
4222,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,G,Journey2Cloud,ML,DC,Yes,2-3
4223,Yes,2020-08-01 00:00:00,2020-11-15 00:00:00,G,Chevron Cloud Security,Java,Boston,No,9-10
4224,No,2020-07-01 00:00:00,2020-09-15 00:00:00,B,Avande,Oracle,NYC,No,6-7
